"","Store","StoreType","Assortment","CompetitionDistance","CompetitionOpenSinceMonth","CompetitionOpenSinceYear","Promo2","Promo2SinceWeek","Promo2SinceYear","PromoInterval"
"399",399,"a","a",5360,9,2012,1,40,2011,"Jan,Apr,Jul,Oct"
"400",400,"a","a",70,11,2004,1,14,2011,"Jan,Apr,Jul,Oct"
"401",401,"a","c",9200,10,2009,1,14,2012,"Jan,Apr,Jul,Oct"
"402",402,"c","c",5830,9,2011,1,13,2010,"Jan,Apr,Jul,Oct"
"403",403,"a","a",4970,7,2015,0,22,2012,""
"404",404,"a","c",1420,8,2009,1,10,2013,"Mar,Jun,Sept,Dec"
"405",405,"a","a",1080,4,2008,1,14,2011,"Jan,Apr,Jul,Oct"
"406",406,"d","c",8240,3,2001,1,10,2013,"Feb,May,Aug,Nov"
"407",407,"a","a",5890,10,2003,1,14,2011,"Feb,May,Aug,Nov"
"408",408,"c","a",1560,6,2007,1,45,2009,"Feb,May,Aug,Nov"
"409",409,"d","c",840,8,2010,1,1,2013,"Jan,Apr,Jul,Oct"
"410",410,"c","a",40,11,2011,1,22,2012,"Mar,Jun,Sept,Dec"
"411",411,"d","c",8460,7,2009,0,24,2012,""
"412",412,"d","c",4460,6,2007,1,39,2010,"Jan,Apr,Jul,Oct"
"413",413,"a","c",760,9,2014,0,21,2012,""
"414",414,"d","c",6210,8,2010,1,1,2013,"Jan,Apr,Jul,Oct"
"415",415,"d","c",6910,4,2005,0,26,2011,""
"416",416,"a","c",4650,6,2014,0,23,2012,""
"417",417,"a","c",840,8,2009,1,10,2014,"Jan,Apr,Jul,Oct"
"418",418,"a","a",1060,5,2009,1,27,2011,"Feb,May,Aug,Nov"
"419",419,"c","a",1620,9,2009,0,22,2012,""
"420",420,"d","c",250,7,2008,1,27,2012,"Jan,Apr,Jul,Oct"
"421",421,"c","c",3530,6,2012,1,35,2012,"Mar,Jun,Sept,Dec"
"422",422,"a","c",2880,7,2008,0,23,2012,""
"423",423,"b","a",1270,5,2014,0,23,2012,""
"424",424,"d","c",1250,7,2007,1,40,2011,"Jan,Apr,Jul,Oct"
"425",425,"d","c",1460,7,2008,0,23,2012,""
"426",426,"a","a",250,7,2008,0,23,2012,""
"427",427,"a","c",70,7,2005,1,13,2010,"Jan,Apr,Jul,Oct"
"428",428,"d","a",2960,12,2014,1,23,2015,"Mar,Jun,Sept,Dec"
"429",429,"d","c",16350,7,2005,1,31,2013,"Jan,Apr,Jul,Oct"
"430",430,"d","c",12870,10,2008,0,22,2012,""
"431",431,"d","c",4520,7,2009,0,23,2012,""
"432",432,"a","a",810,5,2013,0,23,2012,""
"433",433,"a","c",30030,11,2010,0,21,2012,""
"434",434,"a","a",13020,8,2003,1,40,2014,"Jan,Apr,Jul,Oct"
"435",435,"a","a",910,7,2008,0,23,2012,""
"436",436,"d","a",2300,7,2008,0,23,2012,""
"437",437,"c","c",430,6,2007,1,50,2010,"Jan,Apr,Jul,Oct"
"438",438,"d","c",1110,7,2007,1,40,2012,"Jan,Apr,Jul,Oct"
"439",439,"a","a",1350,9,2009,0,22,2012,""
"440",440,"d","a",3900,4,2005,1,45,2009,"Feb,May,Aug,Nov"
"441",441,"d","a",2530,7,2008,0,23,2012,""
"442",442,"c","a",500,6,2007,1,45,2009,"Feb,May,Aug,Nov"
"443",443,"d","a",11400,12,2005,0,22,2012,""
"444",444,"c","a",1700,11,2009,0,21,2012,""
"445",445,"a","a",240,7,2008,0,23,2012,""
"446",446,"a","a",340,10,2000,1,31,2013,"Feb,May,Aug,Nov"
"447",447,"a","c",1510,9,2013,0,21,2012,""
"448",448,"a","c",3970,9,2009,0,22,2012,""
"449",449,"a","c",120,12,2014,1,37,2009,"Jan,Apr,Jul,Oct"
"450",450,"c","a",5780,11,1994,1,10,2014,"Mar,Jun,Sept,Dec"
"451",451,"a","a",2460,4,2009,1,13,2010,"Jan,Apr,Jul,Oct"
"452",452,"a","c",1850,8,2013,1,5,2011,"Feb,May,Aug,Nov"
"453",453,"a","c",75860,4,2014,0,24,2011,""
"454",454,"a","a",26450,6,2010,0,24,2011,""
"455",455,"d","c",7660,9,2010,0,22,2012,""
"456",456,"a","c",140,7,2008,0,23,2012,""
"457",457,"d","c",13140,7,2009,1,31,2013,"Jan,Apr,Jul,Oct"
"458",458,"c","a",3390,7,2008,0,23,2012,""
"459",459,"a","a",250,9,2008,1,5,2013,"Feb,May,Aug,Nov"
"460",460,"a","a",34050,4,2008,0,25,2011,""
"461",461,"d","c",1790,7,2013,1,40,2013,"Jan,Apr,Jul,Oct"
"462",462,"a","a",44320,8,2008,0,24,2011,""
"463",463,"a","a",4160,7,2009,0,23,2012,""
"464",464,"c","a",520,3,2009,0,25,2011,""
"465",465,"d","c",10890,4,2005,0,26,2011,""
"466",466,"a","c",3110,3,2003,0,27,2011,""
"467",467,"a","c",20390,4,2008,0,25,2011,""
"468",468,"c","c",5260,9,2012,0,22,2012,""
"469",469,"c","c",710,9,2005,0,23,2012,""
"470",470,"a","c",50,7,2008,0,23,2012,""
"471",471,"d","a",5300,6,2007,1,45,2009,"Feb,May,Aug,Nov"
"472",472,"c","c",5030,8,2011,0,22,2012,""
"473",473,"a","a",50,7,2008,0,23,2012,""
"474",474,"c","a",14810,7,2010,1,14,2011,"Mar,Jun,Sept,Dec"
"475",475,"a","a",140,9,2005,0,23,2012,""
"476",476,"d","a",8300,9,2006,0,23,2012,""
"477",477,"d","a",770,7,2010,1,35,2010,"Jan,Apr,Jul,Oct"
"478",478,"d","c",1940,3,2012,0,25,2011,""
"479",479,"a","a",320,12,2005,1,9,2011,"Feb,May,Aug,Nov"
"480",480,"a","a",300,11,2012,0,21,2012,""
"481",481,"c","c",7470,7,2008,1,44,2012,"Feb,May,Aug,Nov"
"482",482,"c","a",2550,10,2005,0,23,2012,""
"483",483,"a","c",2310,9,2011,1,13,2010,"Jan,Apr,Jul,Oct"
"484",484,"a","c",14300,3,2011,0,25,2011,""
"485",485,"d","c",3270,7,2009,1,22,2012,"Jan,Apr,Jul,Oct"
"486",486,"a","a",2320,8,2008,1,31,2013,"Jan,Apr,Jul,Oct"
"487",487,"d","c",2180,9,2012,1,40,2012,"Jan,Apr,Jul,Oct"
"488",488,"a","c",2890,4,2014,0,24,2012,""
"489",489,"a","a",14960,11,2013,1,37,2009,"Jan,Apr,Jul,Oct"
"490",490,"a","a",660,4,2013,1,40,2014,"Jan,Apr,Jul,Oct"
"491",491,"d","c",4680,7,2009,1,22,2012,"Mar,Jun,Sept,Dec"
"492",492,"a","a",1740,3,2008,1,40,2012,"Jan,Apr,Jul,Oct"
"493",493,"d","c",1150,7,2009,1,14,2011,"Jan,Apr,Jul,Oct"
"494",494,"b","a",1260,6,2011,0,23,2012,""
"495",495,"d","a",5470,6,2008,1,37,2009,"Jan,Apr,Jul,Oct"
"496",496,"d","c",2780,6,2015,0,22,2012,""
"497",497,"a","c",1610,7,2008,0,23,2012,""
"498",498,"a","a",990,8,2007,1,40,2014,"Jan,Apr,Jul,Oct"
"499",499,"c","c",450,8,2009,1,5,2013,"Feb,May,Aug,Nov"
"500",500,"d","c",10690,9,2007,1,5,2013,"Jan,Apr,Jul,Oct"
"501",501,"a","c",1620,9,2006,0,23,2012,""
"502",502,"a","a",220,2,2002,1,37,2009,"Jan,Apr,Jul,Oct"
"503",503,"d","c",13080,9,2006,1,14,2011,"Jan,Apr,Jul,Oct"
"504",504,"c","c",820,7,2008,0,23,2012,""
"505",505,"a","a",350,8,2009,1,5,2013,"Feb,May,Aug,Nov"
"506",506,"a","a",1850,12,2014,1,18,2011,"Feb,May,Aug,Nov"
"507",507,"a","c",9070,4,2011,1,37,2009,"Jan,Apr,Jul,Oct"
"508",508,"a","c",1280,7,2007,1,40,2011,"Jan,Apr,Jul,Oct"
"509",509,"a","a",4740,7,2008,1,37,2009,"Jan,Apr,Jul,Oct"
"510",510,"a","c",8260,7,2009,0,24,2012,""
"511",511,"a","a",2060,9,2009,0,22,2012,""
"512",512,"b","b",590,8,2009,1,5,2013,"Mar,Jun,Sept,Dec"
"513",513,"a","a",400,8,2013,0,22,2012,""
"514",514,"c","c",1200,7,2012,1,27,2012,"Jan,Apr,Jul,Oct"
"515",515,"d","c",11260,7,2010,1,9,2011,"Feb,May,Aug,Nov"
"516",516,"a","c",20,6,2007,1,35,2010,"Mar,Jun,Sept,Dec"
"517",517,"a","c",22490,6,2010,0,24,2011,""
"518",518,"d","c",3330,3,2015,1,13,2010,"Jan,Apr,Jul,Oct"
"519",519,"c","c",2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct"
"520",520,"a","c",6900,7,2008,1,40,2012,"Mar,Jun,Sept,Dec"
"521",521,"d","a",18610,11,2002,1,48,2011,"Mar,Jun,Sept,Dec"
"522",522,"d","c",7160,11,2012,1,9,2011,"Jan,Apr,Jul,Oct"
"523",523,"c","c",50,11,2013,0,20,2012,""
"524",524,"a","c",40860,9,2013,0,22,2011,""
"525",525,"d","c",1870,9,2013,0,21,2012,""
"526",526,"a","a",120,6,2007,1,48,2011,"Mar,Jun,Sept,Dec"
"527",527,"d","c",5830,4,2008,0,25,2011,""
"528",528,"a","c",20620,5,2009,1,37,2009,"Jan,Apr,Jul,Oct"
"529",529,"d","c",12920,9,2012,0,22,2012,""
"530",530,"a","c",18160,7,2010,0,24,2012,""
"531",531,"a","c",4030,7,2009,0,23,2012,""
"532",532,"a","c",1070,8,2010,0,23,2012,""
"533",533,"a","c",5950,7,2009,0,23,2012,""
"534",534,"d","a",1200,9,2009,1,45,2009,"Jan,Apr,Jul,Oct"
"535",535,"a","a",3570,4,2007,0,26,2012,""
"536",536,"a","c",4700,9,2002,1,31,2013,"Feb,May,Aug,Nov"
"537",537,"a","a",600,5,2002,1,1,2012,"Jan,Apr,Jul,Oct"
"538",538,"a","a",990,2,2010,0,26,2011,""
"539",539,"a","a",770,5,2013,1,40,2014,"Jan,Apr,Jul,Oct"
"540",540,"d","c",810,7,2007,1,48,2012,"Jan,Apr,Jul,Oct"
"541",541,"a","c",650,7,1990,0,28,2012,""
"542",542,"a","a",7280,9,2012,1,1,2013,"Jan,Apr,Jul,Oct"
"543",543,"c","a",1080,12,2012,0,20,2012,""
"544",544,"a","a",250,12,2001,1,13,2010,"Jan,Apr,Jul,Oct"
"545",545,"a","c",5020,5,2006,1,18,2014,"Feb,May,Aug,Nov"
"546",546,"a","a",580,1,2005,0,28,2011,""
"547",547,"d","c",8990,11,2009,1,35,2010,"Mar,Jun,Sept,Dec"
"548",548,"d","c",3760,2,2009,0,26,2011,""
"549",549,"a","c",2330,7,2008,0,23,2012,""
"550",550,"d","c",50,6,2015,0,22,2012,""
"551",551,"a","c",2190,9,2013,0,21,2012,""
"552",552,"a","a",4260,7,2008,1,37,2009,"Jan,Apr,Jul,Oct"
"553",553,"c","a",3040,9,2002,1,13,2010,"Jan,Apr,Jul,Oct"
"554",554,"c","c",1200,7,2008,0,23,2012,""
"555",555,"d","a",1560,1,2014,1,10,2013,"Mar,Jun,Sept,Dec"
"556",556,"d","c",1140,11,2014,0,20,2012,""
"557",557,"a","a",250,7,2008,0,23,2012,""
"558",558,"a","a",3000,2,2010,0,26,2011,""
"559",559,"d","a",3910,11,2006,1,5,2013,"Feb,May,Aug,Nov"
"560",560,"c","c",1910,7,2013,0,22,2012,""
"561",561,"d","a",14300,7,2009,0,24,2012,""
"562",562,"b","c",1210,7,2008,0,23,2012,""
"563",563,"a","a",700,3,2015,1,10,2014,"Jan,Apr,Jul,Oct"
"564",564,"d","c",6540,8,2009,1,14,2013,"Jan,Apr,Jul,Oct"
"565",565,"a","c",160,7,2007,0,24,2012,""
"566",566,"a","a",3620,7,2008,1,40,2013,"Jan,Apr,Jul,Oct"
"567",567,"c","a",1010,9,2012,1,18,2011,"Feb,May,Aug,Nov"
"568",568,"d","c",4270,8,2010,1,1,2013,"Jan,Apr,Jul,Oct"
"569",569,"a","a",1340,9,2006,0,23,2012,""
"570",570,"a","a",180,11,2006,0,22,2012,""
"571",571,"d","a",2110,11,1995,1,40,2014,"Jan,Apr,Jul,Oct"
"572",572,"d","c",9230,4,2004,1,37,2009,"Jan,Apr,Jul,Oct"
"573",573,"a","a",1190,11,2012,1,36,2013,"Jan,Apr,Jul,Oct"
"574",574,"d","a",4400,7,2009,0,23,2012,""
"575",575,"a","a",960,5,2008,1,13,2010,"Jan,Apr,Jul,Oct"
"576",576,"c","a",50,11,2006,0,22,2012,""
"577",577,"a","c",2270,7,2008,1,35,2012,"Mar,Jun,Sept,Dec"
"578",578,"d","a",12700,4,2013,0,24,2011,""
"579",579,"c","a",20970,11,2012,0,21,2012,""
"580",580,"a","c",170,2,2009,0,26,2011,""
"581",581,"a","a",7250,12,2013,0,20,2012,""
"582",582,"a","a",120,7,2008,0,23,2012,""
"583",583,"a","a",2640,11,2002,0,23,2012,""
"584",584,"d","a",1360,6,2008,1,35,2010,"Mar,Jun,Sept,Dec"
"585",585,"d","c",440,4,2014,0,24,2012,""
"586",586,"a","c",250,10,2008,0,22,2012,""
"587",587,"d","c",330,9,2006,1,14,2011,"Jan,Apr,Jul,Oct"
"588",588,"d","c",15720,3,2010,0,25,2011,""
"589",589,"a","c",360,8,2009,1,18,2013,"Feb,May,Aug,Nov"
"590",590,"d","c",4520,9,2010,1,31,2013,"Jan,Apr,Jul,Oct"
"591",591,"a","c",3340,7,2009,1,22,2012,"Mar,Jun,Sept,Dec"
"592",592,"a","a",2540,6,2005,0,25,2012,""
"593",593,"a","c",33060,3,2010,0,25,2011,""
"594",594,"a","a",1790,10,2011,0,21,2012,""
"595",595,"c","c",1130,6,2015,0,22,2012,""
"596",596,"c","a",290,9,2006,0,23,2012,""
"597",597,"a","a",150,9,2008,1,1,2012,"Mar,Jun,Sept,Dec"
"598",598,"c","a",550,12,2013,1,40,2014,"Jan,Apr,Jul,Oct"
"599",599,"d","c",580,11,2014,0,20,2012,""
"600",600,"d","c",17340,6,2010,1,9,2011,"Feb,May,Aug,Nov"
"601",601,"d","a",8220,4,2014,1,14,2011,"Jan,Apr,Jul,Oct"
"602",602,"a","a",2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec"
"603",603,"a","a",340,4,2007,1,13,2010,"Jan,Apr,Jul,Oct"
"604",604,"d","a",10950,3,2014,0,24,2011,""
"605",605,"d","a",10310,4,2003,1,37,2009,"Jan,Apr,Jul,Oct"
"606",606,"a","a",2260,11,2007,0,22,2012,""
"607",607,"a","a",350,8,1999,1,14,2011,"Jan,Apr,Jul,Oct"
"608",608,"a","c",18370,2,2013,1,14,2011,"Jan,Apr,Jul,Oct"
"609",609,"a","a",2070,9,2007,0,23,2012,""
"610",610,"a","a",660,1,2007,0,27,2011,""
"611",611,"a","a",8080,12,2002,1,40,2014,"Jan,Apr,Jul,Oct"
"612",612,"d","c",2490,11,2012,1,31,2009,"Jan,Apr,Jul,Oct"
"613",613,"c","a",250,6,2007,1,14,2011,"Jan,Apr,Jul,Oct"
"614",614,"a","a",1160,12,2012,0,20,2012,""
"615",615,"d","a",730,8,2007,0,23,2012,""
"616",616,"a","c",3040,8,2011,1,35,2010,"Mar,Jun,Sept,Dec"
"617",617,"a","c",8940,7,2010,1,9,2011,"Jan,Apr,Jul,Oct"
"618",618,"d","c",9910,7,2009,0,24,2012,""
"619",619,"a","a",1600,6,2006,1,45,2009,"Feb,May,Aug,Nov"
"620",620,"d","c",5440,8,2008,1,40,2014,"Jan,Apr,Jul,Oct"
"621",621,"a","a",30,7,2002,0,25,2012,""
"622",622,"a","c",5404,7,2009,0,23,2012,""
"623",623,"a","a",4080,3,2011,1,13,2010,"Jan,Apr,Jul,Oct"
"624",624,"a","c",6920,9,2011,0,22,2012,""
"625",625,"a","a",1170,4,2011,1,22,2012,"Feb,May,Aug,Nov"
"626",626,"c","c",10740,11,2013,0,20,2012,""
"627",627,"c","c",3970,3,2010,0,25,2011,""
"628",628,"a","c",2180,7,2008,0,23,2012,""
"629",629,"d","a",510,7,2014,1,23,2015,"Mar,Jun,Sept,Dec"
"630",630,"a","a",1690,4,2015,0,23,2012,""
"631",631,"d","c",2870,7,2008,1,35,2012,"Mar,Jun,Sept,Dec"
"632",632,"a","a",3350,2,2010,0,26,2011,""
"633",633,"d","a",11640,4,2005,1,22,2011,"Jan,Apr,Jul,Oct"
"634",634,"d","a",18610,7,2010,0,24,2012,""
"635",635,"a","a",27530,4,2014,0,24,2011,""
"636",636,"c","a",720,10,2004,1,13,2010,"Jan,Apr,Jul,Oct"
"637",637,"d","c",9790,6,2008,1,31,2009,"Feb,May,Aug,Nov"
"638",638,"d","a",10170,11,2001,0,24,2012,""
"639",639,"a","a",7780,11,2006,0,22,2012,""
"640",640,"d","c",8040,7,2009,0,24,2012,""
"641",641,"a","c",610,12,2003,1,36,2013,"Mar,Jun,Sept,Dec"
"642",642,"c","c",530,4,2005,1,35,2010,"Mar,Jun,Sept,Dec"
"643",643,"a","a",230,6,2010,1,18,2010,"Feb,May,Aug,Nov"
"644",644,"c","a",4030,12,2004,1,14,2011,"Jan,Apr,Jul,Oct"
"645",645,"a","a",90,6,2007,1,45,2009,"Feb,May,Aug,Nov"
"646",646,"a","a",620,9,2014,0,21,2012,""
"647",647,"a","c",7420,4,2013,0,24,2012,""
"648",648,"d","a",2130,12,2008,0,21,2012,""
"649",649,"a","a",14570,11,2002,0,23,2012,""
"650",650,"a","a",1420,10,2012,1,40,2014,"Jan,Apr,Jul,Oct"
"651",651,"a","a",200,7,2008,0,23,2012,""
"652",652,"a","a",20390,7,2010,0,24,2012,""
"653",653,"d","c",7520,7,2014,1,45,2009,"Feb,May,Aug,Nov"
"654",654,"c","a",6930,9,2006,0,23,2012,""
"655",655,"d","c",960,11,2012,1,5,2013,"Feb,May,Aug,Nov"
"656",656,"d","a",410,4,2009,1,13,2010,"Jan,Apr,Jul,Oct"
"657",657,"c","c",80,1,2006,1,10,2014,"Jan,Apr,Jul,Oct"
"658",658,"d","c",520,6,2007,1,37,2009,"Jan,Apr,Jul,Oct"
"659",659,"d","a",1590,3,2012,0,25,2011,""
"660",660,"a","a",1200,11,2006,1,40,2014,"Jan,Apr,Jul,Oct"
"661",661,"d","c",2140,7,2013,0,22,2012,""
"662",662,"d","a",1070,7,2008,0,23,2012,""
"663",663,"a","c",7860,5,2005,0,26,2012,""
"664",664,"d","c",1680,10,2005,0,23,2012,""
"665",665,"a","a",90,12,2012,1,14,2011,"Jan,Apr,Jul,Oct"
"666",666,"c","c",2700,7,2009,1,9,2011,"Mar,Jun,Sept,Dec"
"667",667,"d","c",2870,9,2012,0,22,2012,""
"668",668,"c","a",1270,9,2010,0,22,2012,""
"669",669,"d","a",17080,7,2012,1,31,2013,"Jan,Apr,Jul,Oct"
"670",670,"a","a",2060,6,2007,1,45,2009,"Feb,May,Aug,Nov"
"671",671,"a","c",2070,2,2008,1,39,2010,"Jan,Apr,Jul,Oct"
"672",672,"c","a",240,9,2002,0,24,2012,""
"673",673,"d","c",15170,8,2011,1,5,2013,"Feb,May,Aug,Nov"
"674",674,"a","a",2640,12,2005,1,31,2013,"Feb,May,Aug,Nov"
"675",675,"a","a",2100,8,2013,1,14,2011,"Jan,Apr,Jul,Oct"
"676",676,"b","b",1410,9,2008,0,23,2012,""
"677",677,"d","a",1740,6,2014,1,45,2009,"Feb,May,Aug,Nov"
"678",678,"c","a",3250,7,2007,1,40,2011,"Jan,Apr,Jul,Oct"
"679",679,"a","a",4140,9,2012,0,22,2012,""
"680",680,"c","a",170,7,2008,1,35,2012,"Mar,Jun,Sept,Dec"
"681",681,"a","c",620,9,2010,1,1,2014,"Mar,Jun,Sept,Dec"
"682",682,"b","a",150,9,2006,0,23,2012,""
"683",683,"a","a",2850,7,2014,0,22,2012,""
"684",684,"d","c",680,7,2008,1,22,2012,"Jan,Apr,Jul,Oct"
"685",685,"a","a",650,11,2013,1,37,2009,"Jan,Apr,Jul,Oct"
"686",686,"a","a",20050,4,2002,0,27,2011,""
"687",687,"d","c",2770,7,2008,0,23,2012,""
"688",688,"a","a",18760,8,2015,1,14,2011,"Jan,Apr,Jul,Oct"
"689",689,"d","a",15040,10,2004,0,23,2012,""
"690",690,"a","a",100,7,2008,0,23,2012,""
"691",691,"d","c",3030,6,2007,1,37,2009,"Jan,Apr,Jul,Oct"
"692",692,"a","a",40,8,2001,0,25,2012,""
"693",693,"d","a",450,7,2007,1,40,2011,"Jan,Apr,Jul,Oct"
"694",694,"a","c",460,11,2012,1,40,2014,"Jan,Apr,Jul,Oct"
"695",695,"a","a",550,7,2011,1,1,2012,"Jan,Apr,Jul,Oct"
"696",696,"a","c",430,7,2008,0,23,2012,""
"697",697,"d","a",3780,7,2007,1,40,2011,"Jan,Apr,Jul,Oct"
"698",698,"a","a",1790,5,2011,0,24,2012,""
"699",699,"a","a",180,8,2009,1,5,2013,"Jan,Apr,Jul,Oct"
"700",700,"a","c",830,8,2008,1,27,2013,"Jan,Apr,Jul,Oct"
"701",701,"d","a",1450,3,2012,1,14,2011,"Jan,Apr,Jul,Oct"
"702",702,"a","a",8550,9,2001,1,45,2009,"Feb,May,Aug,Nov"
"703",703,"a","a",80,6,2005,0,25,2012,""
"704",704,"d","c",1910,4,2009,0,25,2012,""
"705",705,"a","a",4140,9,2012,1,18,2011,"Feb,May,Aug,Nov"
"706",706,"d","a",7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec"
"707",707,"a","c",2900,7,1990,0,28,2012,""
"708",708,"c","c",11470,10,2009,1,18,2014,"Jan,Apr,Jul,Oct"
"709",709,"a","a",500,12,2010,0,21,2012,""
"710",710,"d","a",1500,9,2008,1,14,2011,"Jan,Apr,Jul,Oct"
"711",711,"d","a",17110,3,2007,1,5,2010,"Jan,Apr,Jul,Oct"
"712",712,"a","a",4870,9,2007,1,45,2009,"Jan,Apr,Jul,Oct"
"713",713,"a","c",220,8,2009,1,10,2014,"Jan,Apr,Jul,Oct"
"714",714,"d","c",12070,10,2005,1,10,2013,"Jan,Apr,Jul,Oct"
"715",715,"a","a",14810,6,2014,0,23,2012,""
"716",716,"d","a",3200,1,2008,1,22,2011,"Jan,Apr,Jul,Oct"
"717",717,"d","c",310,7,2007,1,40,2011,"Jan,Apr,Jul,Oct"
"718",718,"a","a",1100,6,2015,0,22,2012,""
"719",719,"c","c",8190,6,2007,1,45,2009,"Feb,May,Aug,Nov"
"720",720,"a","c",15320,3,2011,1,14,2013,"Feb,May,Aug,Nov"
"721",721,"a","c",3590,9,2012,1,22,2012,"Mar,Jun,Sept,Dec"
"722",722,"a","a",50,7,2008,0,23,2012,""
"723",723,"d","c",5650,9,2008,1,5,2013,"Feb,May,Aug,Nov"
"724",724,"d","c",5900,7,2009,0,23,2012,""
"725",725,"d","c",17540,6,2012,0,23,2012,""
"726",726,"a","c",40540,2,2002,0,28,2011,""
"727",727,"a","a",2050,3,2007,0,26,2011,""
"728",728,"d","a",13990,7,2010,1,14,2011,"Jan,Apr,Jul,Oct"
"729",729,"c","c",8980,6,2011,0,24,2012,""
"730",730,"c","a",1190,9,2013,0,21,2012,""
"731",731,"a","a",15270,8,2010,1,10,2014,"Jan,Apr,Jul,Oct"
"732",732,"a","c",35280,6,2011,0,24,2011,""
"733",733,"b","b",860,10,1999,0,25,2012,""
"734",734,"a","a",220,7,2008,1,36,2013,"Mar,Jun,Sept,Dec"
"735",735,"d","c",1920,4,2005,0,26,2012,""
"736",736,"c","c",1650,7,2009,1,14,2011,"Jan,Apr,Jul,Oct"
"737",737,"a","a",100,5,2007,1,31,2013,"Jan,Apr,Jul,Oct"
"738",738,"d","c",5980,10,2005,0,23,2012,""
"739",739,"d","c",2770,6,2008,1,22,2011,"Jan,Apr,Jul,Oct"
"740",740,"d","a",6400,3,2014,0,24,2011,""
"741",741,"d","c",11900,7,2009,0,24,2012,""
"742",742,"d","c",4380,7,2009,0,23,2012,""
"743",743,"a","a",6710,11,2003,1,14,2012,"Jan,Apr,Jul,Oct"
"744",744,"a","a",1370,12,2011,1,40,2014,"Jan,Apr,Jul,Oct"
"745",745,"a","a",17650,11,2013,1,37,2009,"Jan,Apr,Jul,Oct"
"746",746,"d","c",4330,2,2011,1,35,2011,"Mar,Jun,Sept,Dec"
"747",747,"c","c",45740,8,2008,0,24,2011,""
"748",748,"d","a",2380,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
"749",749,"a","a",3410,8,2011,1,14,2015,"Jan,Apr,Jul,Oct"
"750",750,"d","a",8670,2,2002,1,14,2011,"Jan,Apr,Jul,Oct"
"751",751,"a","a",650,10,2006,0,23,2012,""
"752",752,"a","a",970,3,2013,1,31,2013,"Feb,May,Aug,Nov"
"753",753,"d","c",540,11,2012,1,35,2010,"Mar,Jun,Sept,Dec"
"754",754,"c","c",380,5,2008,1,10,2014,"Mar,Jun,Sept,Dec"
"755",755,"d","c",13130,12,2003,0,23,2012,""
"756",756,"a","c",50,7,2007,1,40,2011,"Jan,Apr,Jul,Oct"
"757",757,"a","c",3450,7,2008,0,23,2012,""
"758",758,"a","c",19780,6,2008,0,24,2011,""
"759",759,"a","a",110,11,2012,1,31,2013,"Feb,May,Aug,Nov"
"760",760,"a","a",560,1,2011,0,26,2011,""
"761",761,"a","a",2390,9,2012,0,22,2012,""
"762",762,"d","c",1280,8,2009,1,10,2013,"Mar,Jun,Sept,Dec"
"763",763,"d","c",32240,3,2010,0,25,2011,""
"764",764,"a","c",26490,8,2011,1,10,2014,"Mar,Jun,Sept,Dec"
"765",765,"a","c",25430,5,1999,1,37,2009,"Jan,Apr,Jul,Oct"
"766",766,"d","c",9820,7,2009,0,24,2012,""
"767",767,"a","c",13080,7,2009,0,24,2012,""
"768",768,"a","c",2630,9,2012,0,22,2012,""
"769",769,"b","b",840,7,2007,1,48,2012,"Jan,Apr,Jul,Oct"
"770",770,"a","c",100,4,2015,0,23,2012,""
"771",771,"a","a",20640,9,2007,0,23,2012,""
"772",772,"d","c",1850,7,2008,0,23,2012,""
"773",773,"a","a",200,7,2008,0,23,2012,""
"774",774,"a","c",640,9,2013,0,21,2012,""
"775",775,"d","c",6970,12,2005,1,22,2011,"Jan,Apr,Jul,Oct"
"776",776,"c","a",700,4,2009,1,14,2011,"Jan,Apr,Jul,Oct"
"777",777,"d","c",8250,10,2004,1,10,2013,"Mar,Jun,Sept,Dec"
"778",778,"a","a",340,6,2003,1,40,2014,"Jan,Apr,Jul,Oct"
"779",779,"a","a",16990,4,2004,0,26,2011,""
"780",780,"a","a",18160,7,2010,0,24,2012,""
"781",781,"a","a",630,4,2007,0,26,2012,""
"782",782,"c","c",5390,8,2003,1,1,2012,"Jan,Apr,Jul,Oct"
"783",783,"d","c",15490,7,2009,0,24,2012,""
"784",784,"a","a",560,10,2014,1,10,2014,"Jan,Apr,Jul,Oct"
"785",785,"d","c",970,7,2005,1,31,2013,"Feb,May,Aug,Nov"
"786",786,"a","a",290,11,2006,1,5,2013,"Feb,May,Aug,Nov"
"787",787,"c","c",3210,6,2009,0,24,2012,""
"788",788,"a","c",1530,3,2013,0,24,2012,""
"789",789,"a","c",9770,7,2003,0,25,2012,""
"790",790,"d","c",9070,12,2003,0,23,2012,""
"791",791,"a","a",5950,4,2007,0,26,2011,""
"792",792,"d","a",17280,10,2009,1,18,2011,"Feb,May,Aug,Nov"
"793",793,"d","a",2710,7,2006,0,24,2012,""
"794",794,"c","c",5090,9,2006,0,23,2012,""
"795",795,"d","a",510,6,2007,1,35,2010,"Mar,Jun,Sept,Dec"
"796",796,"a","c",7180,11,2012,0,21,2012,""
"797",797,"a","a",2090,10,2012,1,40,2014,"Jan,Apr,Jul,Oct"
"798",798,"a","a",9560,4,2001,0,27,2011,""
"799",799,"a","c",2700,7,2008,0,23,2012,""
"800",800,"d","a",2020,7,2014,0,22,2012,""
